speaker,annot.clip,start.ms,stop.ms,addressee,spkr.n.increments,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.n.increments,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.n.increments,response.post.increment.start,response.post.increment.stop,intseq.num,intseq.start.spkr,intseq.start.ms,intseq.stop.spkr,intseq.stop.ms,vocseq.num,vocseq.start.ms,vocseq.stop.ms,random.run.num
Child Utterances,annotated-315193_660612-1,449495,450115,NA,3,NA,NA,450942,451262,Parent Utterances,448109,449339,1,NA,NA,NA,NA,NA,NA,NA,NA,8,Child Utterances,443624,Parent Utterances,464789,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,450210,450690,NA,3,449495,450115,450942,451262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Child Utterances,443624,Parent Utterances,464789,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,450942,451262,NA,3,449495,450115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Child Utterances,443624,Parent Utterances,464789,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,455849,456509,NA,1,NA,NA,NA,NA,Parent Utterances,454600,455790,2,449428,453598,Parent Utterances,457082,458172,5,464249,464789,8,Child Utterances,443624,Parent Utterances,464789,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,468743,468963,NA,1,NA,NA,NA,NA,Parent Utterances,466815,468225,1,NA,NA,Parent Utterances,469045,469735,2,470260,471870,9,Parent Utterances,466815,Parent Utterances,473203,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,471697,472617,NA,1,NA,NA,NA,NA,Parent Utterances,470260,471870,2,469045,469735,Parent Utterances,472773,473203,1,NA,NA,9,Parent Utterances,466815,Parent Utterances,473203,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,476190,476490,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parent Utterances,477054,479384,9,487110,487520,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,477093,477443,NA,2,NA,NA,477704,478004,Parent Utterances,476098,476568,1,NA,NA,NA,NA,NA,NA,NA,NA,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,477704,478004,NA,2,477093,477443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,487717,488407,NA,1,NA,NA,NA,NA,Parent Utterances,487110,487520,9,477054,479384,Parent Utterances,487829,488699,2,490434,490814,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,491336,493006,NA,1,NA,NA,NA,NA,Parent Utterances,490434,490814,2,487829,488699,Parent Utterances,492675,493735,2,494204,494784,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,495105,497075,NA,1,NA,NA,NA,NA,Parent Utterances,494204,494784,2,492675,493735,Parent Utterances,497563,498783,2,499129,499549,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,499141,501731,NA,1,NA,NA,NA,NA,Parent Utterances,499129,499549,2,497563,498783,Parent Utterances,501356,502056,1,NA,NA,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,503542,510262,NA,1,NA,NA,NA,NA,Parent Utterances,501356,502056,1,NA,NA,Parent Utterances,509976,510746,2,511024,511694,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,512571,512971,NA,1,NA,NA,NA,NA,Parent Utterances,511024,511694,2,509976,510746,Parent Utterances,513365,514995,1,NA,NA,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,515119,515409,NA,1,NA,NA,NA,NA,Parent Utterances,513365,514995,1,NA,NA,Parent Utterances,515548,515978,3,518940,520270,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,520880,523000,NA,1,NA,NA,NA,NA,Parent Utterances,518940,520270,3,515548,515978,Parent Utterances,522878,524388,3,525897,526287,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,527025,527355,NA,1,NA,NA,NA,NA,Parent Utterances,525897,526287,3,522878,524388,NA,NA,NA,NA,NA,NA,10,Parent Utterances,476098,Child Utterances,527355,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,530345,530655,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,530345,530655,1
Child Utterances,annotated-315193_660612-1,535641,536201,NA,1,NA,NA,NA,NA,Parent Utterances,534620,535440,1,NA,NA,Parent Utterances,536178,537328,1,NA,NA,11,Parent Utterances,534620,Parent Utterances,544352,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,537305,537775,NA,1,NA,NA,NA,NA,Parent Utterances,536178,537328,1,NA,NA,Parent Utterances,537487,540937,3,541722,542392,11,Parent Utterances,534620,Parent Utterances,544352,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,542356,543226,NA,1,NA,NA,NA,NA,Parent Utterances,541722,542392,3,537487,540937,Parent Utterances,542806,543616,2,543792,544352,11,Parent Utterances,534620,Parent Utterances,544352,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,547337,549227,NA,1,NA,NA,NA,NA,Parent Utterances,546476,547296,1,NA,NA,Parent Utterances,549144,550144,3,552686,554206,12,Parent Utterances,546476,Child Utterances,558198,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,556078,556398,NA,1,NA,NA,NA,NA,Parent Utterances,552686,554206,3,549144,550144,Parent Utterances,557380,557840,1,NA,NA,12,Parent Utterances,546476,Child Utterances,558198,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,557898,558198,NA,1,NA,NA,NA,NA,Parent Utterances,557380,557840,1,NA,NA,NA,NA,NA,NA,NA,NA,12,Parent Utterances,546476,Child Utterances,558198,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,565526,566266,NA,1,NA,NA,NA,NA,Parent Utterances,563473,565063,1,NA,NA,Parent Utterances,566753,567103,5,572211,574561,13,Parent Utterances,563473,Parent Utterances,580184,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,575197,575567,NA,1,NA,NA,NA,NA,Parent Utterances,572211,574561,5,566753,567103,Parent Utterances,576585,577065,2,577204,577484,13,Parent Utterances,563473,Parent Utterances,580184,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,577384,577784,NA,1,NA,NA,NA,NA,Parent Utterances,577204,577484,2,576585,577065,Parent Utterances,577708,578468,2,579034,580184,13,Parent Utterances,563473,Parent Utterances,580184,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,583370,583760,NA,4,NA,NA,586435,586805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,583370,586805,1
Child Utterances,annotated-315193_660612-1,583799,584119,NA,4,583370,583760,586435,586805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,583370,586805,1
Child Utterances,annotated-315193_660612-1,584727,585337,NA,4,583370,583760,586435,586805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,583370,586805,1
Child Utterances,annotated-315193_660612-1,586435,586805,NA,4,583370,583760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,583370,586805,1
Child Utterances,annotated-315193_660612-1,598359,600479,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parent Utterances,601526,602426,1,NA,NA,14,Child Utterances,598359,Parent Utterances,607662,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,600772,600992,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Child Utterances,598359,Parent Utterances,607662,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,602754,603124,NA,1,NA,NA,NA,NA,Parent Utterances,601526,602426,1,NA,NA,Parent Utterances,603330,604880,1,NA,NA,14,Child Utterances,598359,Parent Utterances,607662,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,605914,606204,NA,1,NA,NA,NA,NA,Parent Utterances,603330,604880,1,NA,NA,Parent Utterances,606492,607662,1,NA,NA,14,Child Utterances,598359,Parent Utterances,607662,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,606337,606577,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Child Utterances,598359,Parent Utterances,607662,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,612816,614196,NA,1,NA,NA,NA,NA,Parent Utterances,612367,613207,2,610072,612342,Parent Utterances,614624,615484,1,NA,NA,15,Parent Utterances,610072,Child Utterances,631434,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,615158,615578,NA,1,NA,NA,NA,NA,Parent Utterances,614624,615484,1,NA,NA,Parent Utterances,615616,617556,4,622380,624080,15,Parent Utterances,610072,Child Utterances,631434,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,625374,625784,NA,1,NA,NA,NA,NA,Parent Utterances,622380,624080,4,615616,617556,Parent Utterances,626623,628673,1,NA,NA,15,Parent Utterances,610072,Child Utterances,631434,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,626355,626895,NA,1,NA,NA,NA,NA,Parent Utterances,624866,626276,1,NA,NA,Parent Utterances,628781,629261,2,629600,630540,15,Parent Utterances,610072,Child Utterances,631434,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,630614,631434,NA,1,NA,NA,NA,NA,Parent Utterances,629600,630540,2,628781,629261,NA,NA,NA,NA,NA,NA,15,Parent Utterances,610072,Child Utterances,631434,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,637822,638202,NA,1,NA,NA,NA,NA,Parent Utterances,637207,637897,2,636348,636938,Parent Utterances,638589,640629,1,NA,NA,16,Parent Utterances,636348,Parent Utterances,659458,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,639914,641024,NA,1,NA,NA,NA,NA,Parent Utterances,638589,640629,1,NA,NA,Parent Utterances,641902,642492,1,NA,NA,16,Parent Utterances,636348,Parent Utterances,659458,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,641164,641674,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,Parent Utterances,636348,Parent Utterances,659458,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,642775,645005,NA,1,NA,NA,NA,NA,Parent Utterances,641902,642492,1,NA,NA,Parent Utterances,645208,646008,2,646884,647844,16,Parent Utterances,636348,Parent Utterances,659458,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,648351,648551,NA,2,NA,NA,650139,650439,Parent Utterances,646884,647844,2,645208,646008,NA,NA,NA,NA,NA,NA,16,Parent Utterances,636348,Parent Utterances,659458,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,650139,650439,NA,2,648351,648551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,Parent Utterances,636348,Parent Utterances,659458,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,652029,652589,NA,1,NA,NA,NA,NA,Parent Utterances,648055,652365,1,NA,NA,Parent Utterances,652596,653646,4,656117,657097,16,Parent Utterances,636348,Parent Utterances,659458,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,657602,658562,NA,1,NA,NA,NA,NA,Parent Utterances,656117,657097,4,652596,653646,Parent Utterances,657828,659458,1,NA,NA,16,Parent Utterances,636348,Parent Utterances,659458,NA,NA,NA,1
Child Utterances,annotated-315193_660612-1,317024,317674,NA,1,NA,NA,NA,NA,Parent Utterances,315499,316299,1,NA,NA,Parent Utterances,317277,317877,1,NA,NA,1,Parent Utterances,315499,Parent Utterances,322004,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,318093,319703,NA,1,NA,NA,NA,NA,Parent Utterances,317277,317877,1,NA,NA,Parent Utterances,319914,322004,1,NA,NA,1,Parent Utterances,315499,Parent Utterances,322004,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,321376,321726,NA,1,NA,NA,NA,NA,Parent Utterances,319169,319629,1,NA,NA,NA,NA,NA,NA,NA,NA,1,Parent Utterances,315499,Parent Utterances,322004,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,326768,327138,NA,1,NA,NA,NA,NA,Parent Utterances,325459,325779,1,NA,NA,Parent Utterances,328711,330041,3,331639,332499,2,Parent Utterances,325459,Parent Utterances,332499,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,338235,340205,NA,1,NA,NA,NA,NA,Parent Utterances,336907,338217,2,335445,336355,NA,NA,NA,NA,NA,NA,3,Parent Utterances,335445,Parent Utterances,347251,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,341228,342128,NA,1,NA,NA,NA,NA,Parent Utterances,339037,340297,2,338431,339021,Parent Utterances,342297,343097,2,343137,344197,3,Parent Utterances,335445,Parent Utterances,347251,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,343267,344847,NA,1,NA,NA,NA,NA,Parent Utterances,343137,344197,2,342297,343097,Parent Utterances,344216,345256,1,NA,NA,3,Parent Utterances,335445,Parent Utterances,347251,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,345027,345327,NA,1,NA,NA,NA,NA,Parent Utterances,344216,345256,1,NA,NA,Parent Utterances,345761,347251,1,NA,NA,3,Parent Utterances,335445,Parent Utterances,347251,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,356529,356729,NA,1,NA,NA,NA,NA,Parent Utterances,355453,356443,4,350420,351840,Parent Utterances,357826,360616,3,361453,364343,4,Parent Utterances,350420,Parent Utterances,371421,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,364084,365754,NA,1,NA,NA,NA,NA,Parent Utterances,361453,364343,3,357826,360616,Parent Utterances,365744,366924,1,NA,NA,4,Parent Utterances,350420,Parent Utterances,371421,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,368239,368749,NA,1,NA,NA,NA,NA,Parent Utterances,365744,366924,1,NA,NA,Parent Utterances,368905,370955,1,NA,NA,4,Parent Utterances,350420,Parent Utterances,371421,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,369826,370396,NA,1,NA,NA,NA,NA,Parent Utterances,366965,368795,1,NA,NA,Parent Utterances,370961,371421,1,NA,NA,4,Parent Utterances,350420,Parent Utterances,371421,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,370401,371141,NA,1,NA,NA,NA,NA,Parent Utterances,368905,370955,1,NA,NA,NA,NA,NA,NA,NA,NA,4,Parent Utterances,350420,Parent Utterances,371421,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,380264,382384,NA,1,NA,NA,NA,NA,Parent Utterances,379916,380586,6,373692,375332,Parent Utterances,384108,384678,2,385811,388161,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,382751,383041,NA,1,NA,NA,NA,NA,Parent Utterances,380957,381687,1,NA,NA,NA,NA,NA,NA,NA,NA,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,388088,389978,NA,1,NA,NA,NA,NA,Parent Utterances,385811,388161,2,384108,384678,Parent Utterances,391350,392870,1,NA,NA,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,390742,391032,NA,1,NA,NA,NA,NA,Parent Utterances,388466,389876,1,NA,NA,NA,NA,NA,NA,NA,NA,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,392886,393706,NA,1,NA,NA,NA,NA,Parent Utterances,391350,392870,1,NA,NA,Parent Utterances,395274,395554,1,NA,NA,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,395454,395934,NA,1,NA,NA,NA,NA,Parent Utterances,395274,395554,1,NA,NA,Parent Utterances,395921,397551,1,NA,NA,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,398411,398781,NA,1,NA,NA,NA,NA,Parent Utterances,395921,397551,1,NA,NA,Parent Utterances,398935,402295,1,NA,NA,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,401435,402735,NA,1,NA,NA,NA,NA,Parent Utterances,398935,402295,1,NA,NA,Parent Utterances,402651,405451,2,406081,406511,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,408067,408627,NA,1,NA,NA,NA,NA,Parent Utterances,406081,406511,2,402651,405451,Parent Utterances,408907,410127,3,412314,412944,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,408874,409214,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,413429,413899,NA,1,NA,NA,NA,NA,Parent Utterances,412314,412944,3,408907,410127,Parent Utterances,414305,415535,1,NA,NA,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,416765,417235,NA,1,NA,NA,NA,NA,Parent Utterances,414305,415535,1,NA,NA,Parent Utterances,418082,418942,6,425559,426479,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,427375,427595,NA,1,NA,NA,NA,NA,Parent Utterances,425559,426479,6,418082,418942,Parent Utterances,427652,429302,1,NA,NA,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,430423,430983,NA,1,NA,NA,NA,NA,Parent Utterances,427652,429302,1,NA,NA,Parent Utterances,431465,432445,4,436884,438394,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,440189,440849,NA,1,NA,NA,NA,NA,Parent Utterances,436884,438394,4,431465,432445,Parent Utterances,441305,441965,2,442711,443521,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,444370,444980,NA,1,NA,NA,NA,NA,Parent Utterances,442711,443521,2,441305,441965,Parent Utterances,446333,447013,2,447469,448339,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,448442,449402,NA,1,NA,NA,NA,NA,Parent Utterances,447469,448339,2,446333,447013,Parent Utterances,451171,452081,1,NA,NA,5,Parent Utterances,373692,Parent Utterances,452081,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,461039,461959,NA,1,NA,NA,NA,NA,Parent Utterances,460891,461261,3,455091,457031,Parent Utterances,462390,463200,1,NA,NA,6,Parent Utterances,455091,Child Utterances,501312,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,461968,462288,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parent Utterances,463500,464980,1,NA,NA,6,Parent Utterances,455091,Child Utterances,501312,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,462432,464552,NA,1,NA,NA,NA,NA,Parent Utterances,462390,463200,1,NA,NA,Parent Utterances,466193,467093,1,NA,NA,6,Parent Utterances,455091,Child Utterances,501312,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,467446,467876,NA,1,NA,NA,NA,NA,Parent Utterances,466193,467093,1,NA,NA,Parent Utterances,468276,472446,1,NA,NA,6,Parent Utterances,455091,Child Utterances,501312,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,471561,471891,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,Parent Utterances,455091,Child Utterances,501312,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,474405,476705,NA,1,NA,NA,NA,NA,Parent Utterances,468276,472446,1,NA,NA,Parent Utterances,478188,479278,3,481486,482106,6,Parent Utterances,455091,Child Utterances,501312,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,483207,489927,NA,1,NA,NA,NA,NA,Parent Utterances,481486,482106,3,478188,479278,Parent Utterances,491414,492084,1,NA,NA,6,Parent Utterances,455091,Child Utterances,501312,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,490343,491033,NA,1,NA,NA,NA,NA,Parent Utterances,487370,488620,3,482190,485700,NA,NA,NA,NA,NA,NA,6,Parent Utterances,455091,Child Utterances,501312,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,492061,492461,NA,1,NA,NA,NA,NA,Parent Utterances,491414,492084,1,NA,NA,Parent Utterances,493520,494130,5,499653,501043,6,Parent Utterances,455091,Child Utterances,501312,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,500722,501312,NA,1,NA,NA,NA,NA,Parent Utterances,499653,501043,5,493520,494130,NA,NA,NA,NA,NA,NA,6,Parent Utterances,455091,Child Utterances,501312,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,508637,508937,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Parent Utterances,509988,510368,1,NA,NA,7,Child Utterances,508637,Parent Utterances,518532,NA,NA,NA,2
Child Utterances,annotated-315193_660612-1,511010,511310,NA,1,NA,NA,NA,NA,Parent Utterances,509988,510368,1,NA,NA,Parent Utterances,512142,513552,2,514993,515483,7,Child Utterances,508637,Parent Utterances,518532,NA,NA,NA,2
