speaker,annot.clip,start.ms,stop.ms,addressee,spkr.n.increments,spkr.prev.increment.start,spkr.prev.increment.stop,spkr.post.increment.start,spkr.post.increment.stop,prompt.spkr,prompt.start.ms,prompt.stop.ms,prompt.n.increments,prompt.prev.increment.start,prompt.prev.increment.stop,response.spkr,response.start.ms,response.stop.ms,response.n.increments,response.post.increment.start,response.post.increment.stop,intseq.num,intseq.start.spkr,intseq.start.ms,intseq.stop.spkr,intseq.stop.ms,vocseq.num,vocseq.start.ms,vocseq.stop.ms,random.run.num
KCHI,annotated-13993_45847274-1,692514,695533,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,692514,695533,1
KCHI,annotated-13993_45847274-1,711422,711675,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,711422,711675,1
KCHI,annotated-13993_45847274-1,731064,731229,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,731064,731229,1
KCHI,annotated-13993_45847274-1,737473,738440,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAL,737535,741879,1,NA,NA,12,KCHI,737473,MAL,741879,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,748129,749128,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,748129,749128,1
KCHI,annotated-13993_45847274-1,762277,774204,NA,1,NA,NA,NA,NA,MAL,759545,760919,1,NA,NA,FEM,776134,777482,1,NA,NA,13,MAL,759545,FEM,777482,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,865488,870999,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAL,872281,875234,1,NA,NA,14,KCHI,865488,MAL,875234,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,913288,914547,NA,1,NA,NA,NA,NA,SPEECH,910374,913147,1,NA,NA,NA,NA,NA,NA,NA,NA,15,SPEECH,910374,KCHI,914547,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,970678,975837,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,970678,975837,1
KCHI,annotated-13993_45847274-1,989049,992120,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,989049,992120,1
KCHI,annotated-13993_45847274-1,1001086,1001886,NA,1,NA,NA,NA,NA,SPEECH,998650,1000192,1,NA,NA,MAL,1003539,1003644,1,NA,NA,16,SPEECH,998650,KCHI,1005357,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1004896,1005357,NA,1,NA,NA,NA,NA,MAL,1003539,1003644,1,NA,NA,NA,NA,NA,NA,NA,NA,16,SPEECH,998650,KCHI,1005357,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1040832,1042273,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1040832,1042273,1
KCHI,annotated-13993_45847274-1,1049842,1050009,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1049842,1050009,1
KCHI,annotated-13993_45847274-1,1066805,1067357,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1066805,1067357,1
KCHI,annotated-13993_45847274-1,1077598,1079071,NA,1,NA,NA,NA,NA,SPEECH,1074600,1076100,2,1072692,1074216,SPEECH,1078672,1080171,1,NA,NA,17,SPEECH,1072692,SPEECH,1080171,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1110692,1111212,NA,2,NA,NA,1112235,1113070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1110692,1113070,1
KCHI,annotated-13993_45847274-1,1112235,1113070,NA,2,1110692,1111212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1110692,1113070,1
KCHI,annotated-13993_45847274-1,1142062,1142958,NA,1,NA,NA,NA,NA,SPEECH,1139595,1140316,1,NA,NA,NA,NA,NA,NA,NA,NA,18,SPEECH,1139595,KCHI,1142958,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1193850,1197259,NA,1,NA,NA,NA,NA,MAL,1193169,1194563,1,NA,NA,NA,NA,NA,NA,NA,NA,19,MAL,1193169,KCHI,1197259,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1202400,1202716,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1202400,1202716,1
KCHI,annotated-13993_45847274-1,1212523,1213060,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,1213628,1214046,1,NA,NA,20,KCHI,1212523,FEM,1214046,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1237574,1238256,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1237574,1238256,1
KCHI,annotated-13993_45847274-1,1267210,1267509,NA,1,NA,NA,NA,NA,FEM,1263727,1265894,1,NA,NA,SPEECH,1268876,1270894,1,NA,NA,21,FEM,1263727,KCHI,1272697,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1270805,1272697,NA,1,NA,NA,NA,NA,SPEECH,1268876,1270894,1,NA,NA,NA,NA,NA,NA,NA,NA,21,FEM,1263727,KCHI,1272697,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1296839,1298606,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1296839,1298606,1
KCHI,annotated-13993_45847274-1,1331587,1331811,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,1332529,1335209,1,NA,NA,22,KCHI,1331587,SPEECH,1335209,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1358915,1359931,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,1361125,1365622,2,1367310,1369838,23,KCHI,1358915,SPEECH,1369838,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1417156,1417699,NA,1,NA,NA,NA,NA,FEM,1415414,1416826,1,NA,NA,NA,NA,NA,NA,NA,NA,24,FEM,1415414,KCHI,1417699,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1454162,1455013,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,1454922,1455659,1,NA,NA,25,KCHI,1454162,CHI,1455659,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1469714,1470176,NA,1,NA,NA,NA,NA,FEM,1465157,1468471,1,NA,NA,NA,NA,NA,NA,NA,NA,26,FEM,1465157,KCHI,1470176,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1472548,1473932,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1472548,1473932,1
KCHI,annotated-13993_45847274-1,1494965,1495222,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1494965,1495222,1
KCHI,annotated-13993_45847274-1,1561950,1562416,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1561950,1562416,1
KCHI,annotated-13993_45847274-1,1580804,1581735,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1580804,1581735,1
KCHI,annotated-13993_45847274-1,1621135,1622556,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAL,1624066,1624522,1,NA,NA,27,KCHI,1621135,FEM,1629635,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1626482,1628173,NA,1,NA,NA,NA,NA,SPEECH,1625425,1626191,1,NA,NA,FEM,1627698,1629635,1,NA,NA,27,KCHI,1621135,FEM,1629635,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1652073,1654441,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,1656184,1660227,1,NA,NA,28,KCHI,1652073,SPEECH,1660227,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1699821,1701184,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,1699821,1701184,1
KCHI,annotated-13993_45847274-1,1733302,1733855,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1733302,1733855,1
KCHI,annotated-13993_45847274-1,1757694,1759255,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1757694,1759255,1
KCHI,annotated-13993_45847274-1,1784516,1784933,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,1785898,1786038,1,NA,NA,29,KCHI,1784516,CHI,1786038,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1790788,1793378,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,1793384,1806278,1,NA,NA,30,KCHI,1790788,FEM,1806278,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1811982,1812316,NA,1,NA,NA,NA,NA,MAL,1810845,1811140,1,NA,NA,FEM,1812377,1813572,1,NA,NA,31,MAL,1810845,FEM,1813572,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1871443,1873939,NA,2,NA,NA,1875026,1876045,SPEECH,1868458,1869447,1,NA,NA,NA,NA,NA,NA,NA,NA,32,SPEECH,1868458,KCHI,1876045,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1875026,1876045,NA,2,1871443,1873939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,SPEECH,1868458,KCHI,1876045,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1927001,1928074,NA,1,NA,NA,NA,NA,FEM,1923893,1927091,1,NA,NA,NA,NA,NA,NA,NA,NA,33,FEM,1923893,KCHI,1928074,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1974733,1974989,NA,1,NA,NA,NA,NA,SPEECH,1972690,1972835,1,NA,NA,NA,NA,NA,NA,NA,NA,34,SPEECH,1972690,KCHI,1974989,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1991606,1992828,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,1993792,1995810,3,1997166,1998308,35,KCHI,1991606,KCHI,1999797,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,1999353,1999797,NA,1,NA,NA,NA,NA,SPEECH,1997166,1998308,3,1993792,1995810,NA,NA,NA,NA,NA,NA,35,KCHI,1991606,KCHI,1999797,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2198112,2202329,NA,1,NA,NA,NA,NA,FEM,2194510,2196889,1,NA,NA,SPEECH,2202196,2207178,1,NA,NA,36,FEM,2194510,KCHI,2210379,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2206879,2210379,NA,1,NA,NA,NA,NA,SPEECH,2202196,2207178,1,NA,NA,NA,NA,NA,NA,NA,NA,36,FEM,2194510,KCHI,2210379,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2273395,2274602,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,2273395,2274602,1
KCHI,annotated-13993_45847274-1,2320796,2321545,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,2320796,2321545,1
KCHI,annotated-13993_45847274-1,2332494,2333331,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,2334949,2335646,1,NA,NA,37,KCHI,2332494,MAL,2340207,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2337365,2337908,NA,1,NA,NA,NA,NA,FEM,2334949,2335646,1,NA,NA,MAL,2339330,2340207,1,NA,NA,37,KCHI,2332494,MAL,2340207,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2351935,2352271,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2351935,2352271,1
KCHI,annotated-13993_45847274-1,2380807,2382152,NA,1,NA,NA,NA,NA,FEM,2379545,2379726,2,2375862,2378437,NA,NA,NA,NA,NA,NA,38,FEM,2375862,KCHI,2382152,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2454081,2454201,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,2454081,2454201,1
KCHI,annotated-13993_45847274-1,2456408,2457868,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2456408,2457868,1
KCHI,annotated-13993_45847274-1,2505377,2506334,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,2505377,2506334,1
KCHI,annotated-13993_45847274-1,2538721,2543240,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAL,2543889,2545126,1,NA,NA,39,KCHI,2538721,MAL,2545126,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2567789,2570163,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,2567789,2570163,1
KCHI,annotated-13993_45847274-1,2581370,2582350,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2581370,2582350,1
KCHI,annotated-13993_45847274-1,2627998,2628344,NA,1,NA,NA,NA,NA,MAL,2624955,2627282,1,NA,NA,SPEECH,2629082,2631082,1,NA,NA,40,MAL,2624955,SPEECH,2631082,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2643038,2643163,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,2643038,2643163,1
KCHI,annotated-13993_45847274-1,2673057,2674076,NA,1,NA,NA,NA,NA,SPEECH,2669018,2672260,1,NA,NA,NA,NA,NA,NA,NA,NA,41,SPEECH,2669018,KCHI,2674076,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2681026,2681286,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,2681500,2683589,1,NA,NA,42,KCHI,2681026,FEM,2683589,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2699634,2700181,NA,1,NA,NA,NA,NA,FEM,2699245,2699346,1,NA,NA,NA,NA,NA,NA,NA,NA,43,FEM,2699245,KCHI,2700181,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2708935,2711487,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,2710844,2716090,1,NA,NA,44,KCHI,2708935,SPEECH,2716090,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2744617,2745353,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,2746343,2748098,1,NA,NA,45,KCHI,2744617,CHI,2755715,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2750742,2752742,NA,1,NA,NA,NA,NA,MAL,2747190,2749664,1,NA,NA,SPEECH,2754305,2755161,1,NA,NA,45,KCHI,2744617,CHI,2755715,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2753364,2755500,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHI,2755278,2755715,1,NA,NA,45,KCHI,2744617,CHI,2755715,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2765526,2765717,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2765526,2765717,1
KCHI,annotated-13993_45847274-1,2769035,2771020,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2769035,2771020,1
KCHI,annotated-13993_45847274-1,2821265,2827814,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,2829705,2831121,1,NA,NA,46,KCHI,2821265,FEM,2831121,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2848302,2848648,NA,2,NA,NA,2850630,2851818,CHI,2847112,2848324,2,2846292,2846543,NA,NA,NA,NA,NA,NA,47,CHI,2846292,FEM,2858065,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2850630,2851818,NA,2,2848302,2848648,NA,NA,NA,NA,NA,NA,NA,NA,FEM,2851808,2854307,2,2854565,2858065,47,CHI,2846292,FEM,2858065,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2889872,2890031,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2889872,2890031,1
KCHI,annotated-13993_45847274-1,2910175,2910882,NA,1,NA,NA,NA,NA,MAL,2907815,2908888,1,NA,NA,NA,NA,NA,NA,NA,NA,48,MAL,2907815,KCHI,2910882,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,2922576,2923594,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2922576,2923594,1
KCHI,annotated-13993_45847274-1,2934396,2937545,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2934396,2937545,1
KCHI,annotated-13993_45847274-1,2977901,2979022,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2977901,2979022,1
KCHI,annotated-13993_45847274-1,3011857,3012797,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,3014374,3015549,1,NA,NA,49,KCHI,3011857,FEM,3015549,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3048244,3052421,NA,1,NA,NA,NA,NA,CHI,3047911,3048166,1,NA,NA,NA,NA,NA,NA,NA,NA,50,CHI,3047911,KCHI,3052421,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3059900,3060227,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,3059900,3060227,1
KCHI,annotated-13993_45847274-1,3075270,3076532,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3075270,3076532,1
KCHI,annotated-13993_45847274-1,3114231,3115244,NA,2,NA,NA,3115649,3116810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,KCHI,3114231,SPEECH,3122883,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3115649,3116810,NA,2,3114231,3115244,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,3117878,3119187,3,3121351,3122883,51,KCHI,3114231,SPEECH,3122883,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3130552,3131139,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,3130552,3131139,1
KCHI,annotated-13993_45847274-1,3159347,3160785,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3159347,3160785,1
KCHI,annotated-13993_45847274-1,3182278,3183480,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,3182278,3183480,1
KCHI,annotated-13993_45847274-1,3226787,3227381,NA,2,NA,NA,3227849,3229798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,KCHI,3226787,FEM,3230126,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3227849,3229798,NA,2,3226787,3227381,NA,NA,NA,NA,NA,NA,NA,NA,FEM,3229956,3230126,1,NA,NA,52,KCHI,3226787,FEM,3230126,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3235846,3237103,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,3236937,3237293,1,NA,NA,53,KCHI,3235846,SPEECH,3237293,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3283395,3286009,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,3286059,3289564,1,NA,NA,54,KCHI,3283395,SPEECH,3289564,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3331313,3333039,NA,1,NA,NA,NA,NA,FEM,3329844,3331309,1,NA,NA,NA,NA,NA,NA,NA,NA,55,FEM,3329844,KCHI,3333039,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3345616,3346385,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,3345616,3346385,1
KCHI,annotated-13993_45847274-1,3359206,3361687,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,3359206,3361687,1
KCHI,annotated-13993_45847274-1,3463695,3464041,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,3463695,3464041,1
KCHI,annotated-13993_45847274-1,3503634,3504154,NA,1,NA,NA,NA,NA,SPEECH,3503502,3503877,1,NA,NA,NA,NA,NA,NA,NA,NA,56,SPEECH,3503502,KCHI,3504154,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3508942,3509447,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPEECH,3511032,3512453,2,3513888,3514907,57,KCHI,3508942,SPEECH,3514907,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3510307,3511206,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,KCHI,3508942,SPEECH,3514907,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3557044,3558855,NA,1,NA,NA,NA,NA,SPEECH,3544945,3555146,1,NA,NA,FEM,3559401,3562600,1,NA,NA,58,SPEECH,3544945,FEM,3562600,NA,NA,NA,1
KCHI,annotated-13993_45847274-1,3594764,3595861,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3594764,3595861,1
KCHI,annotated-13993_45847274-1,3600658,3601996,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FEM,3601919,3603419,2,3603777,3605795,59,KCHI,3600658,FEM,3605795,NA,NA,NA,1
